shipment_id,region,transport_mode,shipment_volume_kg,distance_km,transport_cost,delivery_time_days,estimated_delivery_days,late_flag,fuel_cost,customer_satisfaction
40,East,Road,71.47253684013585,868.714417406975,2846.218602626895,7.852225167386984,7.535832249012792,1,161.6585539108956,4.036017496685011
41,North,Rail,115.74238589916477,229.24375739302778,951.9521903685629,7.10265471017289,8.339305079817347,0,20.0,3.99272372208832
42,East,Road,39.32848137309641,338.0694038275467,1329.7177096104979,9.848082680792716,12.419663290528176,0,166.84251741533402,3.397486389667939
43,North,Air,127.13719185170925,257.37005386073366,2364.3325345155504,2.935202690638606,1.1789681684859958,1,102.33647979625621,4.035839402091633
44,Central,Road,128.29934639096365,887.5769898621021,3051.3275847231434,7.224145446902946,5.975000545617158,1,182.99835662306694,3.270044813474587
45,South,Rail,89.77980903848771,487.63221520116804,1484.3100565745908,6.418105833470038,9.891496028359525,0,60.43239860617405,4.544228015123513
46,West,Road,57.4252194967653,926.2051319593617,3190.172234716033,7.73226219412635,10.44332532326822,0,230.1016034482459,3.4033187693589935
47,South,Road,94.59206424917787,67.17306314898937,211.52892745062218,5.16425981923873,2.7410770613225957,1,20.0,4.140760177189113
48,East,Sea,147.5918481299753,694.5202833807666,1386.2465466027884,9.349823127569433,8.604740920928995,1,88.79809280636863,3.9980444231772787
49,East,Air,99.69016933710863,211.72285941897215,1782.843890641805,4.940507520199281,11.013673111868632,0,101.71499656220094,4.518012716143535
50,North,Road,165.16162482002755,259.0004892270047,1350.844141267486,4.211378909312738,6.907677565180149,0,68.09717254524628,5.0
51,Central,Road,56.21751145221554,335.9745629101633,1362.5382833604176,3.8683530411690046,3.875736387389683,0,112.44474704613347,4.8956527946700445
52,West,Road,131.95519010016534,375.403226747934,1800.9116858790078,7.187527342810896,7.8956628164554035,0,75.86379172064723,4.306181823236793
53,Central,Rail,86.1450582815041,375.85898660892013,700.6137468332126,6.501351381921801,5.154832567664703,1,81.86952568403733,4.85134097133292
54,Central,Air,60.02807801726978,239.43106087925693,1884.1389425623488,2.8305505878346695,5.280197141571771,0,49.31195721248304,4.79907209468305
55,East,Rail,129.97848621842948,354.975805906859,970.6173651577838,8.515828080495224,9.545276788259619,0,46.0853498730999,4.004811787915716
56,Central,Road,115.71628151798153,357.2033224411776,1791.7046591920998,5.340441429546122,4.269577318798098,1,99.61121981260592,4.422501126976484
57,North,Air,162.73347590705728,129.79289239470256,1211.5626853243864,2.7376712669836225,1.7348037890031127,1,24.53598386062209,4.884780223712945
58,North,Road,189.7562130793268,475.31570282099443,1975.2671977612836,5.939517808107167,5.547317604571431,1,127.11344253354197,4.294632004228606
59,North,Road,74.90404675705757,383.35753564717146,1522.2679842563502,7.724157211306159,9.940947548256338,0,39.07136732922838,3.9907892167981123
60,South,Road,86.7979826516536,430.57286369778546,1203.1887452807487,6.115509178633842,6.875925300276789,0,73.14446916204048,4.5043304908941195
61,South,Sea,182.26525145144518,275.0317589296597,875.49372103918,7.427283013347922,6.919874857805753,1,20.0,5.0
62,South,Air,84.89195571548817,386.3253973196427,2454.471523956043,5.505275231655684,5.108452725300358,1,192.4539639753909,4.792512945242981
63,Central,Road,74.49830107043954,92.80168612012847,390.2742484315876,6.243236474970238,7.763153217737403,0,20.0,5.0
64,South,Rail,100.34257785846837,267.71470690046465,924.7610619479946,7.155919049400573,6.605746451067311,1,45.94798000730321,4.4416615496863106
65,South,Sea,196.48573793356397,283.8562395809495,641.4864778784716,7.158824327042989,10.110497476046572,0,20.0,4.611398601566743
66,East,Road,163.3473690057399,367.83433940683625,1533.5975220749908,7.72661870050026,6.567898859605856,1,139.37255932822575,4.839943809714216
67,North,Road,36.74105804159496,372.676009792733,1324.690240059338,6.308183962045334,5.823771412054669,1,125.48300146955467,4.741250743933085
68,Central,Sea,157.59561244102497,706.4009072251105,1419.9462738410373,11.832168786287586,11.989476768799618,0,82.59424683295661,3.2964793826451624
69,North,Air,37.230133682940476,184.44774563256465,1192.2395094085905,4.308571054336999,5.984202095826424,0,142.5677589952473,5.0
70,Central,Road,113.13054463914543,607.074111704221,2345.1827114236803,8.082582285809846,10.413448032589105,0,138.86064680895248,3.3721080059738457
71,West,Road,59.285078866942285,1397.4354760905376,4019.6483144613653,9.474920597489106,8.307632630864495,1,302.3487687522252,2.008625950370135
72,North,Road,152.46809174252496,276.719744807142,1492.8222113629104,6.40878878307406,7.318665554796701,0,101.78071885019776,4.8355793191416305
73,North,Road,80.62342153798478,611.9086637223027,2093.6946516862877,6.634619113666628,8.379204098707696,0,97.6177260709049,3.2895750553571395
74,Central,Sea,193.85655942558574,964.556693888964,1704.1381243450808,12.471473371731555,13.476529623878978,0,98.07538279150695,3.1589519622655207
75,West,Road,55.56152927916063,947.7947730431256,3195.3288882025795,6.814968429064699,8.36802535878936,0,237.9894524177004,3.0829823343464065
76,West,Air,93.07005591064477,314.43758989371827,2479.9842402648374,5.067110967756055,6.898671816690893,0,145.5400888709073,3.6636926461844874
77,West,Road,92.55774507768373,767.90280018085,2642.744596014806,8.093243234530323,7.391878287006521,1,229.4003679682883,3.857312517710085
78,North,Road,105.4471106244988,664.5318566110275,2568.552697032199,10.907621796740537,9.72665908606596,1,224.20070972484825,3.1935017840488804
79,South,Road,63.04304314693935,832.1039659538939,2518.6916245504644,7.10713666712884,5.804509260628756,1,175.2991626258569,3.711382635774781
80,North,Air,146.06958746179816,595.1460431212977,4193.370864771984,7.176525787169647,6.782453594493427,1,262.3738443463892,2.9265160665939725
81,Central,Rail,137.45006392085892,812.8876132217838,2162.532346633367,9.162343203410563,11.262850544645698,0,146.0044436921508,3.3313776611907824
82,West,Rail,194.54291730706097,327.98025642315633,1070.1484418211248,8.847900635540558,10.329679442431987,0,76.47835386537658,4.270036256654665
83,South,Road,39.80833689260429,282.00470454837586,1282.256258932377,4.17097854031024,2.918575541918364,1,85.08589581922976,4.953774016955937
84,North,Road,93.46005853211058,92.12484774834518,952.7480174194845,4.636601101098726,2.432579095889989,1,20.0,4.77458413932624
85,South,Road,79.09935311659908,288.7121788671254,1136.4340216019318,6.076101887558034,5.07835178764503,1,52.250220722142046,4.519785780250769
86,South,Road,191.81341665361336,310.6309082372728,1079.7338319774492,4.385906753036439,5.261568420189077,0,20.570582975369724,4.580880647456094
87,West,Rail,152.7691960248689,117.67207918995955,456.565715827601,4.381908610117112,3.1002194590470835,1,20.0,4.650943653123192
88,West,Road,85.56873558115122,391.2081661295866,1096.266833711371,5.0649303783518995,8.990364200860219,0,56.31866623903758,4.835656190510623
89,Central,Rail,149.29848289709065,763.0473477072661,2108.3131132215694,9.03492537896256,10.934707598684831,0,113.08054805120842,4.4635557615839225
90,East,Road,69.650927320962,209.95902841009675,705.3779701021006,5.6590037896480085,5.6148917900585955,1,94.20848882287474,3.9715722853481012
91,North,Road,107.49397561755421,1283.386325737614,4237.196262492442,11.560416944867786,14.715365663865523,0,297.1372461692711,1.1870699802576339
92,West,Road,243.59457471850706,483.6456239095905,1959.1486147388368,6.761882975831025,6.140622656162618,1,165.34606473955503,4.752658418707848
93,West,Road,65.00503750920498,657.8682216582548,2460.013574174386,8.06314123360668,8.880462018422275,0,93.8906833809896,3.8946705389319902
94,East,Air,92.69776365836825,368.11245802623534,2764.966464976303,4.002120865215888,2.8379461991390444,1,137.57393746342618,4.618341291113465
95,West,Rail,93.10782691800867,213.1247816120139,673.1226451965714,5.969553100102193,6.250254349821582,0,31.735282097811897,4.796366220167657
96,East,Road,52.98180810780783,540.6807670947185,1707.9027392887724,8.334216038554002,8.906795019175334,0,178.15801978766908,3.910350488927417
97,East,Road,132.62374950857486,622.7021327563467,2367.9099690506387,6.019397697391972,6.157182557176498,0,180.87297455915663,4.208606917081297
98,East,Air,46.471332260444676,339.8933935903748,2138.7873487177994,6.894535041404309,5.368995666624126,1,180.62337942268482,4.389306154884521
99,North,Rail,141.67873693761902,448.6193528883713,1082.5793041602028,9.710047299875715,9.55491649817753,1,77.35333585909505,3.938338444677822
100,North,Rail,163.69459716460958,378.4580297091274,1086.9310647362618,5.358070266947967,4.579654365188784,1,60.99691779649797,5.0
101,North,Road,71.12667163921492,249.01490285378287,1374.482570671724,5.582691932451764,6.160312473276949,0,118.27148346839522,5.0
102,West,Road,156.84292463340904,470.37174833054337,1809.0978958693936,8.114883321605824,8.782888652853996,0,108.37888803055316,4.569457562030207
103,South,Sea,230.193123391087,240.24261932604256,804.9330855880421,6.052551170785209,6.7378996303087435,0,22.601125587687807,4.321011047804326
104,East,Air,70.93002791825893,624.3494499382265,4178.650941396818,7.546018927845421,6.488504276674231,1,238.45451854227585,2.2729759545670305
105,Central,Road,42.6100485120684,1715.199616609358,5539.327190962665,13.09045305967516,15.372364451880358,0,436.32553190275706,1.0
106,South,Air,110.69133650774343,776.4891281365595,5183.260583041103,8.990648022162478,11.437927262078585,0,315.64728289927723,1.335600362543709
107,South,Air,84.2684735207564,336.930423915257,2353.4061965997844,4.331233866604451,7.665255711701014,0,157.60489501409646,4.364760138423452
108,West,Road,95.43673282130266,476.9321878555121,1666.8726718997623,5.185442051532933,4.6667492273073625,1,109.45211943672183,5.0
109,South,Road,110.1150650938398,793.8134046189248,2715.3073785597767,6.004075386313547,7.843877748727033,0,221.99006342674863,3.476919984128853
110,North,Road,38.47419622341467,356.88858947274844,1025.0614935484105,5.251263237777074,3.2979866564841016,1,72.87573796159813,4.119962581389542
111,South,Road,68.92220449862458,546.2846617334116,1878.368982317863,6.558071204448447,7.081997455861976,0,122.35909477072366,4.857567174825391
112,North,Rail,217.17542914691072,605.9782234024319,1806.365156746228,9.986891254816484,11.314438542864082,0,115.28553042006419,3.895924250587994
113,Central,Road,96.87268924415838,450.57763878930837,1570.1847962881077,7.990861404971058,10.290011156806191,0,133.58590731899116,3.9391449103329825
114,Central,Air,113.72311223425544,429.98847847140223,3452.344058490366,6.673668253450877,6.963293224127244,0,200.9954596354573,3.151442876286418
115,West,Sea,172.8423908701242,752.5427833941203,1460.6453892058955,9.256854575511971,8.688068379692428,1,86.66371194046434,4.731343174151334
116,Central,Road,112.09808294561378,1171.9998810678717,3791.0541056284046,9.97975235991003,9.808144109131195,1,290.29224998393755,2.6594075319913624
117,Central,Road,148.67592920115032,358.62156971456375,1392.6040653844407,4.031621929742211,6.64788992648843,0,79.94648376072729,5.0
118,North,Air,27.96069527790664,850.9888897540112,5420.623569042033,6.663606871419875,4.598636980966434,1,413.15881693699146,1.421221768392251
119,Central,Air,124.63909213472483,144.52228856172448,1522.8068568215967,4.52121184823309,2.770934471098359,1,49.45657604098968,5.0
120,East,Air,84.86413827633378,520.5655188763996,3451.6202533038886,4.6996817799242,3.128485031976271,1,236.78543349348217,3.3657120820768416
121,Central,Road,134.99398251796856,92.04790578123695,465.8591951125661,3.815502917788508,6.8718532609802745,0,37.653504448406416,5.0
122,Central,Road,72.39585466552685,229.82651005584762,955.2975920180444,6.127893533652499,5.5849207818596724,1,20.0,4.827793196848436
123,South,Rail,105.94077086317732,193.81472851823534,741.0709904491657,4.784687966813044,3.9436737736010032,1,20.0,4.7765651047193005
124,North,Sea,125.48725869561085,1101.528256343089,1926.4230305078086,12.776798192361008,13.188333142571771,0,161.89973533629313,3.01663842522351
125,South,Road,85.98066140655308,316.221453069124,1101.3025840055368,5.758692164947039,6.673427495346917,0,90.55233756435062,5.0
126,East,Sea,123.89184793598514,368.1999636920781,1084.7451989129202,9.122817817969253,6.307724299646106,1,103.63287895595332,3.9295743419785785
127,Central,Road,82.25953216089258,329.31030435032864,1358.4901393347122,4.923525555422469,3.265627382628998,1,67.10779332857524,5.0
128,Central,Sea,175.37713708269413,148.43189323547637,524.7855784605325,8.38766309551174,7.8455642405143085,1,23.25826196232773,4.231798506991061
129,North,Rail,95.52212758249095,457.89534475535686,1400.9353199930624,6.389266387470643,7.250284489242101,0,99.50134578898502,4.679703752254093
130,East,Road,36.052907937946884,399.30759368994177,1749.9878786048073,8.85722904707605,7.669863146075727,1,76.85716218295937,4.186497826036073
131,South,Rail,66.13281821447143,224.14074796469373,788.5169676938194,6.568413235727087,7.3836792403044065,0,22.186841478510118,4.229017823840595
132,South,Road,51.670921335659884,931.71084291901,3400.2272978889123,11.508029835226308,13.092813552281449,0,182.03623833419115,2.0354836158822085
133,North,Road,29.842068774916747,912.9834107390268,2807.8537469077537,9.845435492289818,6.302681175768502,1,207.58896481532858,3.2936153891192186
134,South,Road,94.11138934648208,167.78459577885334,438.30637498412744,4.414228021030242,3.642995216753114,1,49.08970336598483,5.0
135,Central,Road,246.8996734351182,243.17330909481677,1367.13518822201,3.301311474092624,3.4419435902995605,0,124.1048960819198,5.0
136,South,Road,45.03711770199924,515.7216604696259,1987.50417602087,7.173373827363818,7.065659064310286,1,146.13406299185363,4.221208847681053
137,East,Air,276.10582611168115,280.8802417474978,3018.862243764513,5.120999746590141,4.712460965510339,1,69.80188426303992,3.59285178502756
138,West,Rail,127.36178037616061,329.8786479427621,1253.0558474911707,8.027225422690897,10.03624161115673,0,61.359676911265865,4.811102848775064
139,South,Road,101.88628752111016,196.1190234224022,807.4566021871548,4.736404788665506,6.077094339167091,0,20.362994866967608,4.868106482351557
140,Central,Air,37.33371996646631,197.38621580433949,1569.890913005671,4.440723008035212,5.62240090745518,0,40.504642232628825,4.170434061329611
141,Central,Rail,131.22646577586875,271.00434387781024,956.7597438566548,8.821904168634637,7.9162685268119715,1,84.2689157964516,4.4823543651270485
142,South,Sea,146.7332439471371,413.74995192973773,994.3364042890711,9.713926410506119,11.730084877423643,0,38.035492790248995,3.903246167229931
143,East,Rail,211.5676929580178,432.1928240031745,1490.3560674167477,5.860028587941272,9.286575324440616,0,48.88599040030931,4.342705893313944
144,South,Road,31.15282079704019,223.47008047938945,838.6100282741751,6.699349671560396,4.929791469596557,1,101.87307085538133,4.989190356282007
145,South,Road,67.34745927248886,180.08720660086215,701.7166954005563,4.8999283440158585,3.5516299905321347,1,20.0,5.0
146,North,Rail,91.48886663920814,169.4988702819129,687.3614875756223,6.779617092547282,8.074798163336066,0,20.0,4.394913602931271
147,West,Road,103.96959148599541,722.6655059764697,2472.0483053619037,4.896150511004081,4.327183062141656,1,235.91682444006562,3.141703237804215
148,East,Road,21.437498611660054,1512.5387932315116,4709.450650211554,11.684074668387188,12.780620021117095,0,395.12058710742633,1.054789186121405
149,North,Road,173.90326749240506,502.59683240107177,2012.2485565841064,7.202403809417947,8.95547096929921,0,134.8064730047999,4.7663950702803115
150,South,Road,101.95608498096635,71.63924628282945,392.7693368441628,5.132265204060359,5.938846043131485,0,59.9765776365597,4.72068751081696
151,Central,Road,98.50389339480847,549.7898547711,1941.8227980064457,6.127364557757782,4.855436137456926,1,127.88366272657129,4.774196328280759
152,South,Road,46.25550504077438,821.1942357554826,2636.4328040343007,7.8420411774366485,11.944307132763548,0,149.8743927370592,3.6289916752771885
153,North,Road,127.91913985185643,249.17835544143296,1374.3829443767142,5.409238305912823,4.888120321356139,1,60.73999144040709,4.794076239637788
154,East,Rail,156.62213508191982,673.1722727460705,1834.7393540849,8.852358708171964,11.897254275522823,0,64.64479398250057,4.108825716763211
155,Central,Rail,190.25356834632674,762.5289236487514,1778.1791178388848,8.705981723413647,9.104194092102388,0,137.5134475120386,4.744484496229552
156,South,Road,75.06700438162015,878.3906517080931,3181.1722951129154,7.4847567832339434,10.866133091686564,0,281.6866208050446,3.3419899146999352
157,West,Road,35.85857952998343,259.65004396430805,647.7655970528585,6.074224187172814,5.844625361618631,1,61.86915798411369,4.54154458600876
158,West,Road,61.87242754486219,399.01026864348694,1834.0454877111683,8.025829448903453,10.140960467677623,0,96.0340921125976,4.6269172545973865
159,South,Road,137.44029236459326,427.6914958442808,1669.7349903697152,9.22521201227605,11.688879233927995,0,123.54689786083412,3.8442687365486496
160,West,Road,67.62083141643912,895.3423833818806,2884.790599076187,8.67945265114226,8.487865602419635,1,246.62970138886323,3.512763054833908
161,South,Road,211.79279438374112,291.17856001131275,1296.674123425498,7.666268670557643,9.8238062030309,0,130.9484814206849,4.678759003602538
162,West,Rail,164.4354240144541,700.9125280172318,1601.6404932921619,6.427591954060302,6.591738620799559,0,136.8121136863396,4.265987914765951
163,West,Road,197.5190232023943,453.6605142878563,1823.6091125549865,5.3448033417148055,6.38147938547359,0,190.53229912677614,4.670625136021339
164,East,Road,69.56319149493929,709.2143276702351,2343.102126844269,6.39538692314396,4.948887378036032,1,158.1143435356078,3.8481670474674545
165,North,Road,108.53803387629854,622.0341866971664,2206.1428220830367,7.774676952780327,7.021940626649627,1,148.82249274495757,4.340625628493262
166,Central,Rail,86.9042564189335,248.14581921598435,948.8606911528012,6.102565586098264,8.329597481463818,0,28.271693279681003,4.5674340022394375
167,South,Air,132.82583940007436,452.6263154435774,3520.4010173758447,3.7086382864090797,4.832131294115508,0,213.98278579077095,4.046070746371966
168,North,Air,112.56443548218442,242.58677382580356,1927.9958871289296,2.5015775420241875,4.7804113091287945,0,179.09261568813616,5.0
169,North,Road,125.8660191756279,374.3198202020697,1299.8215029920038,6.310389526099081,7.134826497813977,0,74.75210942698125,4.559716253954391
170,East,Road,72.834738386995,1183.7300647839977,3944.9654088491275,9.815305579796572,10.898175998633501,0,296.0618462502412,2.133733627073206
171,West,Road,94.27693774763468,288.530612437782,1248.2559141978634,5.111700890744392,6.881994610779946,0,51.293638576052416,5.0
172,North,Air,91.81062489780824,255.44650862549395,2083.5645431878374,3.6674513393341646,1.6124549271606754,1,80.86543094669318,4.94044281739572
173,East,Road,73.01684435025219,336.9942291927705,1375.1331529437043,5.926179859286936,6.6359202730054525,0,81.34161475907406,4.974888972173411
174,South,Sea,177.10497842990742,589.4073531605666,1223.6470021207456,8.960628620925089,9.710513031617477,0,69.31275052694905,3.873968941634666
175,West,Rail,140.57164151696634,586.5375409693299,1633.8014112654705,8.532111528796724,9.305970355401744,0,55.13467845977229,4.389526575566247
176,North,Rail,150.14436688642772,480.2544335008451,1541.4392420278668,8.432879218846141,11.365852895409908,0,106.7002204109617,4.274238217456138
177,West,Road,72.10685471234945,226.36248892686055,1276.6960968553963,3.4125898622341655,1.917551227832724,1,49.365691082120975,5.0
178,South,Rail,164.33360584684777,323.34476371308443,1130.145937108304,6.102732304064782,5.239290949871684,1,86.02824041238279,4.541312517111563
179,Central,Road,125.22349552606428,948.7204865224336,3812.5834817531013,10.062588607019627,11.205229453348867,0,287.2910475285759,2.6781311735865274
180,North,Road,116.23605798539572,141.73796434902118,767.1722268826667,6.432618082627123,7.21389267644896,0,37.904645623586774,4.572582946416165
181,South,Road,134.2602267936305,449.565927656561,1748.2678902651578,5.966022132099874,8.999296344363618,0,170.4141016383764,4.6064862710979
182,North,Air,80.89746274928086,329.5542529938538,2817.97782039499,3.8711929433095547,4.961531720477668,0,152.88120509495405,3.889573620554629
183,Central,Road,48.07065289043052,515.2127217020231,1756.7804745867054,6.006314043655628,8.989858809783893,0,123.0738984112473,4.736166176270157
184,Central,Road,125.47167442450984,414.8912084439558,1277.2182371840452,7.346744171996431,7.882621805011757,0,76.58790395434237,4.317263503140906
185,South,Road,65.77308194735862,143.21768338374426,465.499695177617,4.231317012489859,2.768133634560561,1,20.0,4.7942753231819495
186,West,Rail,71.9348880232655,557.0738299366718,1589.3108538373908,9.092624597249536,9.232880626103432,0,96.49042763160128,3.7914032093239953
187,Central,Rail,101.71142832988903,201.5508145978181,799.0257907710142,5.656688705997995,7.140793231483145,0,36.135877273837224,4.559714780901971
188,East,Rail,131.04325417254776,176.32619914706893,538.137673504904,6.464836833654141,6.7705744247605315,0,20.0,4.733086215027424
189,East,Road,167.24940035795845,392.731058438009,1250.992490880287,6.998122078235845,5.9450374120551785,1,48.75423668560229,4.122522072485286
190,South,Road,106.02692592613333,290.89306956802903,1118.222061593909,5.540204153437153,7.315735764628412,0,37.745802925994575,5.0
191,North,Rail,168.8721473523141,226.1813602376241,1090.5910507387136,6.395884065896077,8.723280410521753,0,38.83641220892594,4.4027960135207715
192,Central,Road,124.13085468309865,295.17488874154026,1209.4289203225485,6.216716768730178,7.787925195916003,0,20.0,4.902071624512907
193,Central,Sea,183.5258697806725,235.92931805618323,667.2598074187645,10.529717988312104,10.23542675724281,1,20.0,4.039654732667747
194,West,Rail,112.69544928231781,1038.5315996868974,2330.908203482008,10.620564545136508,9.747894496948986,1,164.37136267579262,3.6484434024521666
195,South,Road,51.80562859457779,465.98025597423833,1581.7073541783332,5.112809451800334,6.939203151346071,0,49.10167784029911,4.52870429665243
196,South,Road,224.5413122538448,342.8287280184439,1639.1256004696431,6.001437017977365,5.429463314644311,1,92.18500810850085,5.0
197,West,Air,67.65355458775838,622.264448530961,4056.831446999387,5.389673288390481,7.475016726526484,0,277.1890428054941,2.9681984247961113
198,Central,Road,76.93795982353086,336.119697556211,1248.4834844988643,4.1194512450335035,1.6825294962600843,1,63.43374231137116,4.951865113279221
199,Central,Road,83.78006373320508,320.9696909669386,1445.0336461993377,4.430544863431571,4.503534562895213,0,41.34729016572964,5.0
200,West,Rail,101.75931820972212,697.0210495605669,1636.2393954374145,7.557452586795758,4.947259147426367,1,118.51714934821268,4.981197412441471
201,West,Road,113.47811110644778,242.02692061880012,1132.0802651060692,5.930539938803444,5.815626349987043,1,57.00341654034988,4.128767965412577
202,North,Air,67.3567322106247,195.47774296074357,1585.9317746366626,4.92480997588551,7.591818577861227,0,80.20036232915598,4.8976886098835575
203,North,Road,76.0682858312549,582.0312651414599,2334.974359490998,7.396631879056604,9.132748455032273,0,193.09311931729098,4.110741520677999
204,Central,Air,64.7471127095739,422.6944009495119,3073.5247810004503,7.031429334410464,7.635990563319656,0,155.05233021422325,3.465232872413369
205,West,Road,75.24212691054005,420.14439484356643,1777.3463569210362,5.518137022304522,5.746556481411167,0,84.3269409659189,5.0
206,North,Road,46.86959553114479,302.5859178686845,1236.0393022274604,4.35637551448856,1.0997847763694706,1,55.138630487923095,4.676057101826033
207,North,Air,41.15415215846386,559.6920126469254,3494.1822776189074,5.414495495041187,3.379197560943374,1,200.6310232751721,3.514434735214453
208,West,Rail,219.60259509676882,155.947086686764,1062.5324521280454,7.8504878187939475,8.990628102061017,0,20.0,4.679081524034258
209,North,Road,134.2247568162604,107.88533960335786,730.6519547105729,5.226088431906895,8.046896497840653,0,29.654560272846442,4.73783498118541
210,North,Road,170.56412238398158,293.55811521929604,1341.9552860641586,4.620885080126955,5.79063606091722,0,76.68962004555375,5.0
211,East,Rail,213.01171456322544,572.13080770155,1549.0173943065693,9.33997676724028,10.318205506708155,0,94.90620847654769,3.858124973198574
